Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
my home value estimate,56,56,210,78,3.55,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.68,134,"11, 28, 44, 35, 35, 35, 11, 11, 11, 23, 81, 100",2026-09-01,"Video, People also ask, Related searches, AI overview",informational,Organic
most blue states,30,30,210,53,0.00,https://www.housecanary.com/blog/guardian-red-state-blue-state,0,0,0.00,0.33,3830000000,"10, 16, 20, 24, 20, 8, 30, 16, 8, 13, 10, 10",2026-09-17,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
condo analytics,50,50,70,12,0.00,https://www.housecanary.com/,0,0,0.00,0.33,0,"2, 5, 7, 11, 11, 2, 2, 2, 11, 2, 11, 21",2026-08-29,"Knowledge panel, Sitelinks, Reviews, Video, Related searches",navigational,Organic
condo analytics,77,77,70,12,0.00,https://www.housecanary.com/industries/private-money-lenders,0,0,0.00,0.33,0,"2, 5, 7, 11, 11, 2, 2, 2, 11, 2, 11, 21",2026-08-29,"Knowledge panel, Sitelinks, Reviews, Video, Related searches",navigational,Organic
how do realtors get leads,18,18,40,29,9.41,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.6,155,"11, 11, 17, 41, 17, 17, 41, 41, 23, 23, 23, 23",2026-07-31,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
best real estate portfolio efficiency services,17,17,110,8,0.00,https://www.housecanary.com/blog/real-estate-investment-software,0,0,0.00,0.33,206,"0, 65, 11, 65, 80, 100, 42, 7, 7, 11, 19, 53",2026-07-30,"Reviews, Video, People also ask, Related searches, AI overview",commercial,Organic
noi cap rate formula,11,11,70,31,0.30,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.33,128,"3, 3, 2, 2, 4, 3, 1, 5, 1, 5, 5, 5",2026-08-10,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
arv homes,7,7,30,11,4.78,https://www.housecanary.com/blog/arv,0,0,0.00,0.2,131,"18, 100, 9, 36, 18, 27, 18, 81, 9, 18, 18, 9",2026-09-14,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
take over payment homes,28,28,70,49,3.74,https://www.housecanary.com/blog/assumable-mortgage,0,0,0.00,0.41,129,"3, 6, 6, 6, 6, 6, 6, 34, 34, 53, 100, 28",2026-09-13,"Reviews, Video, People also ask, Related searches, AI overview",commercial,Organic
how to get a market analysis on my home,24,24,30,23,5.15,https://www.housecanary.com/blog/comparative-market-analysis-tool,0,0,0.00,0.76,194,"100, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18",2026-07-28,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
current value of my house,54,54,320,78,3.04,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.63,137,"66, 44, 44, 23, 29, 36, 44, 23, 81, 36, 29, 100",2026-08-26,"Sitelinks, Video, People also ask, Related searches",informational,Organic
prediction on housing market,16,16,170,70,2.69,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.13,134,"39, 11, 26, 9, 21, 21, 17, 14, 14, 11, 17, 17",2026-07-29,"Video, People also ask, Related searches, AI overview",informational,Organic
lead generation website real estate,8,8,40,28,17.36,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.17,129,"33, 55, 55, 55, 33, 55, 44, 55, 33, 44, 55, 44",2026-08-26,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic
house valu,41,41,50,63,2.47,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.51,137,"4, 10, 6, 6, 18, 14, 2, 10, 10, 14, 6, 18",2026-08-07,"Video, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
real estate property analysis software,11,11,260,16,0.00,https://www.housecanary.com/blog/real-estate-investment-software,0,0,0.00,0.33,119,"2, 13, 6, 2, 2, 1, 1, 4, 1, 5, 62, 100",2026-08-19,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
real estate api pricing,23,23,40,26,4.75,https://www.housecanary.com/pricing,0,0,0.00,0.66,114,"42, 100, 100, 71, 28, 14, 28, 28, 28, 42, 71, 57",2026-08-21,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",transactional,Organic
real estate api pricing,77,77,40,26,4.75,https://www.housecanary.com/products/data-explorer,0,0,0.00,0.66,114,"42, 100, 100, 71, 28, 14, 28, 28, 28, 42, 71, 57",2026-08-21,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",transactional,Organic
using ai for real estate agents,4,4,30,33,15.43,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,0,0,0.00,0.51,110,"40, 100, 80, 40, 80, 40, 40, 40, 40, 60, 40, 40",2026-08-07,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
clariohome,55,55,50,30,0.79,https://www.housecanary.com/solutions/comehome,0,0,0.00,0.07,149,"33, 52, 23, 19, 33, 9, 52, 19, 4, 33, 4, 19",2026-08-07,"Sitelinks, Reviews, Video, Related searches, AI overview",navigational,Organic
how to find out home value,53,53,50,76,2.41,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.7,129,"33, 19, 33, 4, 66, 4, 4, 4, 19, 4, 80, 14",2026-09-11,"Video, People also ask, Related searches, AI overview",informational,Organic
residential real estate data providers,20,20,50,30,0.00,https://www.housecanary.com/,0,0,0.00,0.43,128,"22, 55, 55, 55, 100, 77, 77, 77, 44, 22, 22, 22",2026-08-24,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
determining value of house,64,64,260,79,2.37,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.62,134,"44, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 36",2026-08-27,"Video, People also ask, Related searches, AI overview",informational,Organic
hosue value,28,28,70,78,2.28,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.54,141,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100",2026-09-18,"Video, People also ask, Related searches",informational,Organic
houses with assumable loans,29,29,30,48,3.94,https://www.housecanary.com/blog/assumable-mortgage,0,0,0.00,0.66,134,"55, 100, 55, 44, 33, 22, 22, 22, 22, 22, 22, 22",2026-08-21,"Video, People also ask, Related searches",commercial,Organic
recommend ai for hoa,29,29,110,3,0.00,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,0,0,0.00,0,137,"23, 100",2026-09-19,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
how do you calculate rental yield,1,1,70,34,0.66,https://www.housecanary.com/blog/rental-yield,0,0,0.00,0.09,128,"81, 63, 63, 63, 18, 63, 45, 63, 81, 63, 63, 18",2026-08-29,"Reviews, Video, People also ask, Related searches, AI overview",informational,AI overview
how do you calculate rental yield,32,32,70,34,0.66,https://www.housecanary.com/blog/rental-yield,0,0,0.00,0.09,128,"81, 63, 63, 63, 18, 63, 45, 63, 81, 63, 63, 18",2026-08-29,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
what is a arv,47,47,50,14,0.00,https://www.housecanary.com/blog/arv,0,0,0.00,0.33,130,"18, 45, 45, 18, 100, 100, 63, 63, 36, 100, 27, 18",2026-09-01,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
arv after repair value,25,25,30,17,2.20,https://www.housecanary.com/blog/arv,0,0,0.00,0.36,132,"18, 18, 18, 18, 100, 18, 18, 18, 18, 18, 18, 18",2026-08-07,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
real estate value,22,22,590,80,2.26,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.42,139,"31, 16, 25, 37, 25, 25, 25, 46, 25, 37, 37, 37",2026-09-07,"Video, People also ask, Related searches, AI overview",informational,Organic
how much is my property worth today,28,28,30,75,4.28,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.75,140,"7, 7, 7, 7, 7, 7, 7, 7, 42, 7, 7, 7",2026-09-13,"Video, People also ask, Related searches, AI overview",informational,Organic
artificial intelligence real estate,55,55,40,70,4.53,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-investors,0,0,0.00,0.5,106,"2, 14, 18, 14, 4, 2, 2, 4, 14, 8, 6, 4",2026-08-19,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
ai for real estate investment,31,31,110,28,6.33,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-investors,0,0,0.00,0.26,116,"100, 82, 64, 64, 52, 100, 5, 23, 64, 52, 82, 82",2026-09-16,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
current us housing market trends may 2026,18,18,170,41,0.00,https://www.housecanary.com/blog/market-pulse-2026-may,0,0,0.00,0,130,"100, 0",2026-09-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
what is market value of my home,40,40,70,76,2.71,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.67,133,"5, 2, 10, 0, 5, 5, 17, 2, 2, 2, 100, 43",2026-09-19,"Video, People also ask, Related searches, AI overview",informational,Organic
best api integrations for property management platforms for seamless workflows,23,23,40,7,0.00,https://www.housecanary.com/blog/real-estate-api,0,0,0.00,0,131,"60, 100, 80",2026-09-20,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
best real estate investment analysis software,5,5,40,33,12.07,https://www.housecanary.com/blog/real-estate-investment-software,0,0,0.00,0.49,105,"23, 33, 9, 9, 19, 9, 14, 14, 19, 14, 23, 23",2026-09-19,"Reviews, Video, Video Carousel, People also ask, AI overview",commercial,Organic
avm in real estate meaning,22,22,50,33,0.00,https://www.housecanary.com/blog/automated-valuation-model,0,0,0.00,0.02,110,"64, 11, 11, 11, 23, 11, 11, 11, 11, 100, 52, 82",2026-08-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
loan valuations,21,21,30,31,4.13,https://www.housecanary.com/industries/private-money-lenders,0,0,0.00,0.07,133,"42, 42, 42, 57, 42, 100, 57, 28, 28, 28, 28, 42",2026-09-15,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
what is a pro forma cap rate,35,35,40,5,0.26,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.18,137,"6, 6, 4, 6, 6, 4, 4, 10, 14, 10, 18, 8",2026-08-16,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
how to compute capitalization rate,9,9,170,29,0.20,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.27,177,"55, 5, 6, 6, 8, 6, 6, 5, 8, 10, 4, 0",2026-08-03,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
can you take over a mortgage loan,25,25,70,43,2.22,https://www.housecanary.com/blog/assumable-mortgage,0,0,0.00,0.06,131,"41, 23, 52, 41, 41, 29, 41, 41, 29, 41, 29, 41",2026-09-07,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
datatree api,12,12,50,9,5.00,https://www.housecanary.com/blog/real-estate-api,0,0,0.00,0.69,129,"77, 77, 77, 100, 55, 77, 55, 55, 33, 44, 44, 44",2026-08-29,"Reviews, Video, People also ask, Related searches",informational,Organic
datatree api,58,58,50,9,5.00,https://www.housecanary.com/products/data-explorer,0,0,0.00,0.69,129,"77, 77, 77, 100, 55, 77, 55, 55, 33, 44, 44, 44",2026-08-29,"Reviews, Video, People also ask, Related searches",informational,Organic
datatree api,61,61,50,9,5.00,https://www.housecanary.com/products/data-explorer,0,0,0.00,0.69,129,"77, 77, 77, 100, 55, 77, 55, 55, 33, 44, 44, 44",2026-08-29,"Reviews, Video, People also ask, Related searches",informational,Organic
property valuation company,64,64,140,45,0.00,https://www.housecanary.com/,0,0,0.00,0.09,154,"54, 43, 54, 35, 6, 18, 22, 43, 14, 22, 18, 29",2026-09-06,"Local pack, Reviews, Video, People also ask, AI overview",informational,Organic
how to time luxury home purchases for investment returns,22,22,70,10,0.00,https://www.housecanary.com/blog/how-to-proactively-track-investment-property-performance,0,0,0.00,0,133,"5, 100, 82, 82, 41, 11, 23, 29, 23, 29, 23",2026-08-23,"Sitelinks, Video, Video Carousel, People also ask, AI overview",informational,Organic
how to value my home,47,47,50,77,4.03,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.69,125,"8, 8, 11, 15, 5, 15, 3, 11, 6, 11, 11, 8",2026-08-18,"Video, People also ask, Related searches, AI overview",informational,Organic
estimate my house value,56,56,720,79,3.48,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.69,134,"20, 36, 55, 55, 45, 55, 36, 67, 67, 100, 67, 76",2026-09-07,"Reviews, Video, People also ask, Related searches",informational,Organic
house market prediction,18,18,210,48,2.39,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.17,132,"20, 20, 16, 5, 3, 1, 2, 4, 1, 1, 3, 2",2026-08-06,"Video, People also ask, Related searches, AI overview",informational,Organic
conventional assumable loan,20,20,90,46,0.00,https://www.housecanary.com/blog/assumable-mortgage,0,0,0.00,0.14,136,"78, 64, 64, 78, 78, 100, 64, 50, 35, 50, 50, 14",2026-08-29,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
housing correction 2026,13,13,50,60,0.00,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.33,108,"0, 64, 100, 11, 11, 11, 11, 23",2026-08-10,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
property yield,40,40,50,36,0.00,https://www.housecanary.com/blog/rental-yield,0,0,0.00,0.33,132,"42, 66, 42, 14, 9, 9, 19, 23, 33, 19, 9, 9",2026-08-12,"Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
cap rate in real estate meaning,25,25,90,33,0.11,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.29,135,"12, 15, 12, 9, 21, 21, 21, 100, 34, 43, 43, 21",2026-08-25,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how do i know the value of my house,74,74,70,77,3.66,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.69,130,"0, 12, 4, 23, 4, 9, 5, 9, 15, 29, 9, 12",2026-08-07,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
cap rate for real estate,15,15,140,32,0.36,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.3,132,"17, 14, 39, 2, 32, 11, 7, 9, 5, 9, 7, 11",2026-09-03,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how do i find the estimated value of my home,55,55,110,75,2.76,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.7,132,"41, 52, 52, 52, 82, 29, 41, 100, 64, 100, 64, 41",2026-09-02,"Video, People also ask, Related searches, AI overview",informational,Organic
come home real estate,13,13,90,29,4.16,https://www.housecanary.com/blog/housecanary-invites-mortgage-lenders-to-comehome,0,0,0.00,0.18,113,"42, 42, 33, 66, 33, 23, 80, 42, 42, 52, 42, 42",2026-08-09,"Sitelinks, Reviews, Video, Related searches",navigational,Organic
come home real estate,66,66,90,29,4.16,https://www.housecanary.com/,0,0,0.00,0.18,113,"42, 42, 33, 66, 33, 23, 80, 42, 42, 52, 42, 42",2026-08-09,"Sitelinks, Reviews, Video, Related searches",navigational,Organic
come home real estate,89,89,90,29,4.16,https://www.housecanary.com/legal/comehome-privacy-policy-archived,0,0,0.00,0.18,113,"42, 42, 33, 66, 33, 23, 80, 42, 42, 52, 42, 42",2026-08-09,"Sitelinks, Reviews, Video, Related searches",navigational,Organic
come home real estate,91,91,90,29,4.16,https://www.housecanary.com/industries/real-estate-agents,0,0,0.00,0.18,113,"42, 42, 33, 66, 33, 23, 80, 42, 42, 52, 42, 42",2026-08-09,"Sitelinks, Reviews, Video, Related searches",navigational,Organic
real estate data for appraisers,72,72,50,14,0.00,https://www.housecanary.com/products/data-explorer,0,0,0.00,0,138,"57, 71, 57, 57, 57, 57, 42, 71, 100, 100, 100, 71",2026-09-12,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
northspyre pricing,30,30,70,11,18.32,https://www.housecanary.com/pricing,0,0,0.00,0.52,109,"41, 41, 29, 41, 23, 11, 41, 100, 82, 41, 23, 11",2026-07-28,"Sitelinks, Reviews, Video, Related searches, AI overview","navigational, transactional",Organic
how to figure the value of your house,67,67,40,76,2.65,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.68,195,"0, 0, 0, 0, 0, 0, 0, 8, 11, 15, 35, 15",2026-07-30,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
rate of return rental property,36,36,50,24,1.28,https://www.housecanary.com/blog/rental-yield,0,0,0.00,0.07,137,"11, 100, 100, 22, 33, 44, 55, 55, 55, 77, 77, 100",2026-08-22,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
how to check current market value of home,68,68,40,75,0.00,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.39,171,"18, 81, 18, 63, 100, 81, 18, 18, 18, 18, 18, 18",2026-08-06,"Sitelinks, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
market value of home,43,43,1300,68,2.56,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.67,133,"24, 19, 19, 19, 28, 8, 19, 19, 19, 24, 24, 19",2026-09-20,"Video, People also ask, Related searches, AI overview",informational,Organic
housing market projection,25,25,90,61,2.10,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.25,68,"23, 15, 9, 6, 6, 6, 6, 15, 6, 9, 19, 12",2026-09-14,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
realtor lead sources,14,14,40,31,51.53,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.99,119,"40, 60, 100, 100, 100, 80, 80, 80, 60, 60, 40, 100",2026-09-05,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
best apps for real estate investors,45,45,70,38,3.69,https://www.housecanary.com/blog/real-estate-investment-software,0,0,0.00,0.35,155,"2, 2, 14, 17, 9, 9, 3, 2, 3, 5, 7, 4",2026-07-31,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
real estate market intelligence,28,28,70,86,8.55,https://www.housecanary.com/,0,0,0.00,0.33,135,"7, 26, 19, 15, 34, 42, 19, 11, 11, 7, 11, 100",2026-08-24,"Video, People also ask, Related searches, AI overview",informational,Organic
real estate market intelligence,30,30,70,86,8.55,https://www.housecanary.com/,0,0,0.00,0.33,135,"7, 26, 19, 15, 34, 42, 19, 11, 11, 7, 11, 100",2026-08-24,"Video, People also ask, Related searches, AI overview",informational,Organic
housing crash coming,34,34,210,33,0.00,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.01,131,"5, 5, 7, 10, 7, 20, 20, 4, 4, 5, 8, 7",2026-08-13,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
what is the meaning of cap rate,26,26,70,42,0.11,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.34,132,"55, 77, 55, 77, 77, 77, 77, 77, 77, 77, 77, 77",2026-08-27,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
realtors marketing tools,20,20,40,20,8.90,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.18,133,"40, 100, 80, 100, 100, 80, 80, 80, 100, 80, 100, 100",2026-09-01,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
how to figure a cap rate,15,15,50,43,0.14,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.42,125,"0, 81, 100, 63, 100, 36, 36, 27, 18, 9, 0, 18",2026-09-06,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
capitalization rates,11,11,210,17,0.17,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.2,132,"3, 2, 4, 22, 0, 0, 1, 10, 8, 0, 1, 1",2026-08-24,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
what is my house and property worth,56,56,110,76,3.30,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.46,139,"26, 80, 42, 42, 42, 42, 34, 53, 42, 53, 42, 53",2026-08-22,"Video, People also ask, Related searches, AI overview",informational,Organic
how to find the estimated value of my home,56,56,110,75,2.76,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.7,131,"64, 41, 41, 52, 64, 41, 41, 100, 52, 82, 82, 82",2026-09-02,"Video, People also ask, Related searches",informational,Organic
compare rpa platforms for real estate closing,15,0,50,7,0.00,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,0,0,0.00,0,8830000,"57, 100",2026-09-21,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
best cities for house flipping 2024 attom,39,39,90,25,0.00,https://www.housecanary.com/blog/fall-2025-home-flip-forecast-hottest-zip-codes-for-investors,0,0,0.00,0,112,"7, 100, 78",2026-09-19,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
florida housing market positive shift,16,16,90,7,0.00,https://www.housecanary.com/blog/florida-housing-market,0,0,0.00,0,135,"0, 0, 100, 2, 0, 2, 0, 0, 0, 0, 0, 0",2026-08-23,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
my home estimate,58,58,50,74,4.03,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.99,138,"18, 18, 15, 11, 8, 5, 5, 5, 5, 3, 3, 6",2026-08-10,"Video, Related searches, AI overview",informational,Organic
best tools for real estate agents to find likely sellers,1,1,70,27,0.00,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0,136,100,2026-09-19,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",commercial,AI overview
what is my house's value,38,38,110,77,3.02,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.55,138,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 3",2026-08-17,"Video, People also ask, Related searches",informational,Organic
cap rate vs price per square foot,20,20,50,9,0.00,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0,139,"81, 36, 100, 63, 100, 63, 18, 18, 18, 9, 45, 36",2026-08-03,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Questions and answers, AI overview",commercial,Organic
generative ai in real estate market,19,19,50,57,0.00,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,0,0,0.00,0,126,"22, 77, 55, 44, 44, 77, 33, 44, 77, 77, 77, 100",2026-09-06,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
generative ai in real estate market,82,82,50,57,0.00,https://www.housecanary.com/blog/ai-in-real-estate,0,0,0.00,0,126,"22, 77, 55, 44, 44, 77, 33, 44, 77, 77, 77, 100",2026-09-06,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
what is the capitalization rate in real estate,14,14,70,38,0.11,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.36,170,"0, 1, 1, 100, 1, 0, 0, 1, 12, 0, 1, 1",2026-07-31,"Sitelinks, Reviews, Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
assuming mortgages,26,26,40,52,1.57,https://www.housecanary.com/blog/assumable-mortgage,0,0,0.00,0.18,134,"0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0",2026-09-05,"Reviews, Video, People also ask, Things to know, AI overview",informational,Organic
real estate market predictions 2025,10,10,110,54,0.00,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.05,135,"45, 24, 13, 8, 5, 5, 3, 1, 1, 1, 1, 1",2026-07-30,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
smartzip home values,54,54,90,24,1.97,https://www.housecanary.com/blog/ai-real-estate-forecast,0,0,0.00,0.42,102,"22, 29, 22, 29, 22, 18, 29, 18, 10, 6, 4, 6",2026-08-17,"Reviews, Video, People also ask, Related searches","navigational, transactional",Organic
cap rate valuation,17,17,110,41,0.67,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.29,130,"66, 66, 80, 66, 9, 42, 80, 52, 23, 52, 14, 14",2026-09-14,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
prospecting in real estate,8,8,140,24,9.26,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.37,127,"80, 100, 42, 23, 80, 100, 66, 66, 66, 66, 66, 52",2026-09-11,"Reviews, Video, People also ask, Related searches, Things to know, Discussions and forums, AI overview",informational,Things to know
real estate forecast,20,20,260,82,2.04,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.09,138,"20, 20, 16, 16, 16, 13, 8, 8, 5, 8, 7, 11",2026-08-13,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
real estate forecast next 5 years california,25,25,170,67,2.80,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.08,126,"13, 16, 11, 11, 7, 8, 11, 7, 4, 4, 5, 7",2026-09-08,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
real estate forecast next 5 years california,30,30,170,67,2.80,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.08,126,"13, 16, 11, 11, 7, 8, 11, 7, 4, 4, 5, 7",2026-09-08,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
real estate industry statistics,32,32,110,53,2.51,https://www.housecanary.com/blog/real-estate-market-trends,0,0,0.00,0.17,136,"42, 34, 26, 42, 19, 34, 26, 53, 42, 53, 53, 42",2026-08-07,"Reviews, Video, People also ask, Related searches",informational,Organic
real estate industry statistics,44,44,110,53,2.51,https://www.housecanary.com/blog/real-estate-market-trends,0,0,0.00,0.17,136,"42, 34, 26, 42, 19, 34, 26, 53, 42, 53, 53, 42",2026-08-07,"Reviews, Video, People also ask, Related searches",informational,Organic
who has the best real estate leads,7,7,40,25,19.69,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.86,140,"22, 33, 44, 44, 55, 100, 44, 44, 44, 44, 33, 33",2026-09-02,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",commercial,Organic
rate spread calculator hmda,51,51,110,10,0.00,https://www.housecanary.com/industries/private-money-lenders,0,0,0.00,0.01,97,"100, 100, 100, 100, 100, 100, 100, 100, 63, 100, 63, 81",2026-09-13,"People also ask, Related searches, AI overview",informational,Organic
how to calculate cap rate for real estate,30,30,90,30,0.58,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.42,133,"52, 33, 23, 66, 33, 33, 100, 33, 42, 33, 33, 42",2026-09-15,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
